Txn_id,Txn_date,Customer_id,Agent_id,Region,Txn_type,Amount (TZS),Sender_balance_before,Receiver_balance_before,Device_type,Hour_of_day,Is_fraud_flag,Unusual_hour_flag,High_amount_flag,Txn_datetime,Rapid_txn_flag,Fraud_risk_score,Risk_Category,Year_month
TXN0383,2025-04-01,CUST0275,AGT0006,Dodoma,Send,"9,782 ","173,752 ",0 ,Feature Phone,3,0,0,0,13,1,130,High Risk,2025-04
TXN0384,2025-09-04,CUST0288,AGT0135,Dar,Send,"107,254 ","215,745 ",0 ,Feature Phone,0,0,0,0,4,1,40,Medium Risk,2025-09
TXN0385,2025-11-29,CUST0149,AGT0056,Arusha,Receive,"485,150 ","525,359 ","2,323 ",USSD,21,0,0,1,1,0,30,Low Risk,2025-11
TXN0386,2025-01-16,CUST0012,AGT0176,Arusha,Receive,"108,300 ","146,059 ","175,853 ",Web,23,0,0,0,13,1,130,High Risk,2025-01
TXN0387,2025-10-15,CUST0047,AGT0033,Dodoma,BuyAirtime,"497,123 ","585,235 ",0 ,USSD,23,0,0,1,4,1,60,Medium Risk,2025-10
TXN0388,2025-11-03,CUST0368,AGT0188,Arusha,PayBill,"105,662 ","3,770 ",0 ,Feature Phone,11,0,0,0,2,0,20,Low Risk,2025-11
TXN0389,2025-05-05,CUST0225,AGT0168,Mwanza,PayBill,"22,106 ","858,823 ",0 ,Web,7,0,0,0,6,1,60,Medium Risk,2025-05
TXN0390,2025-01-26,CUST0270,AGT0107,Arusha,Receive,"239,651 ","727,062 ","30,419 ",Smartphone,15,0,0,1,8,1,100,High Risk,2025-01
TXN0391,2025-08-09,CUST0308,AGT0166,Mwanza,Send,"138,512 ","734,820 ",0 ,Web,17,0,0,0,4,1,40,Medium Risk,2025-08
TXN0392,2025-06-05,CUST0460,AGT0116,Mwanza,PayBill,"279,319 ","947,704 ",0 ,Web,23,0,0,1,8,1,100,High Risk,2025-06
TXN0393,2025-12-17,CUST0106,AGT0043,Dar,Send,"274,857 ","514,239 ",0 ,USSD,5,0,0,1,1,0,30,Low Risk,2025-12
TXN0394,2025-11-05,CUST0104,AGT0036,Mwanza,Deposit,"414,073 ","480,798 ",0 ,Web,23,0,0,1,3,1,50,Medium Risk,2025-11
TXN0395,2025-11-23,CUST0379,AGT0071,Dodoma,Deposit,"265,762 ","691,902 ",0 ,Feature Phone,11,0,0,1,1,0,30,Low Risk,2025-11
TXN0396,2025-09-20,CUST0249,AGT0005,Mwanza,BuyAirtime,"88,484 ","158,252 ",0 ,Web,7,0,0,0,3,1,30,Low Risk,2025-09
TXN0397,2025-09-07,CUST0424,AGT0043,Mbeya,BuyAirtime,"322,930 ","735,602 ",0 ,Feature Phone,10,0,0,1,5,1,70,High Risk,2025-09
TXN0398,2025-05-25,CUST0477,AGT0103,Mwanza,Withdraw,"305,294 ","149,017 ",0 ,Web,15,0,0,1,6,1,80,High Risk,2025-05
TXN0399,2025-01-31,CUST0403,AGT0078,Mwanza,Withdraw,"476,227 ","891,921 ",0 ,Feature Phone,23,0,0,1,9,1,110,High Risk,2025-01
TXN0400,2025-10-29,CUST0057,AGT0162,Mwanza,BuyAirtime,"433,491 ","1,822 ",0 ,Web,16,0,0,1,5,1,70,High Risk,2025-10
TXN0401,2025-09-22,CUST0438,AGT0013,Mwanza,PayBill,"302,012 ","919,379 ",0 ,USSD,22,0,0,1,2,0,40,Medium Risk,2025-09
TXN0402,2025-10-28,CUST0277,AGT0192,Arusha,Withdraw,"49,949 ","219,489 ",0 ,Web,0,0,0,0,3,1,30,Low Risk,2025-10
TXN0403,2025-03-03,CUST0054,AGT0039,Dar,BuyAirtime,"211,222 ","803,109 ",0 ,USSD,16,0,0,1,7,1,90,High Risk,2025-03
TXN0404,2025-05-16,CUST0073,AGT0106,Dodoma,BuyAirtime,"323,546 ","445,526 ",0 ,Feature Phone,11,0,0,1,7,1,90,High Risk,2025-05
TXN0405,2025-10-04,CUST0350,AGT0043,Mwanza,Deposit,"447,139 ","175,662 ",0 ,Feature Phone,19,0,0,1,4,1,60,Medium Risk,2025-10
TXN0406,2025-03-06,CUST0167,AGT0158,Mbeya,Send,"7,825 ","387,446 ",0 ,USSD,19,0,0,0,10,1,100,High Risk,2025-03
TXN0407,2025-12-06,CUST0335,AGT0084,Mbeya,Withdraw,"410,084 ","865,578 ",0 ,Feature Phone,4,0,0,1,1,0,30,Low Risk,2025-12
TXN0408,2025-07-01,CUST0430,AGT0072,Dar,Deposit,"151,118 ","262,966 ",0 ,USSD,18,0,0,0,6,1,60,Medium Risk,2025-07
TXN0409,2025-03-01,CUST0169,AGT0015,Mbeya,BuyAirtime,"106,594 ","637,073 ",0 ,Web,23,0,0,0,9,1,90,High Risk,2025-03
TXN0410,2025-05-07,CUST0319,AGT0090,Mbeya,Send,"482,626 ","137,516 ",0 ,Smartphone,10,0,0,1,9,1,110,High Risk,2025-05
TXN0411,2025-04-28,CUST0032,AGT0131,Dodoma,Deposit,"388,882 ","252,517 ",0 ,USSD,0,0,0,1,9,1,110,High Risk,2025-04
TXN0412,2025-07-28,CUST0331,AGT0005,Dar,BuyAirtime,"411,768 ","619,659 ",0 ,Smartphone,21,0,0,1,3,1,50,Medium Risk,2025-07
TXN0413,2025-11-27,CUST0304,AGT0063,Mwanza,PayBill,"180,515 ","299,578 ",0 ,Smartphone,4,0,0,0,1,0,10,Low Risk,2025-11
TXN0414,2025-03-21,CUST0204,AGT0181,Mwanza,BuyAirtime,"38,448 ","853,337 ",0 ,Smartphone,19,0,0,0,10,1,100,High Risk,2025-03
TXN0415,2025-06-07,CUST0285,AGT0055,Mwanza,BuyAirtime,"386,041 ","938,774 ",0 ,USSD,9,0,0,1,7,1,90,High Risk,2025-06
TXN0416,2025-11-12,CUST0385,AGT0109,Dar,Receive,"119,235 ","106,018 ","264,472 ",USSD,13,0,0,0,2,0,20,Low Risk,2025-11
TXN0417,2025-04-05,CUST0160,AGT0052,Mbeya,Withdraw,"345,518 ","801,128 ",0 ,Web,8,0,0,1,6,1,80,High Risk,2025-04
TXN0418,2025-09-22,CUST0498,AGT0046,Dar,BuyAirtime,"369,975 ","678,173 ",0 ,Feature Phone,23,0,0,1,6,1,80,High Risk,2025-09
TXN0419,2025-03-01,CUST0004,AGT0067,Mwanza,Withdraw,"323,803 ","225,254 ",0 ,Feature Phone,8,0,0,1,8,1,100,High Risk,2025-03
TXN0420,2025-09-07,CUST0380,AGT0138,Dodoma,BuyAirtime,"268,277 ","739,587 ",0 ,Feature Phone,2,0,0,1,6,1,80,High Risk,2025-09
TXN0421,2025-09-30,CUST0270,AGT0138,Mwanza,PayBill,"135,694 ","109,260 ",0 ,Feature Phone,14,0,0,0,4,1,40,Medium Risk,2025-09
TXN0422,2025-07-26,CUST0126,AGT0191,Mbeya,Withdraw,"446,901 ","994,336 ",0 ,Smartphone,13,0,0,1,3,1,50,Medium Risk,2025-07
TXN0423,2025-12-23,CUST0288,AGT0182,Mwanza,Send,"396,104 ","765,177 ",0 ,Web,6,0,0,1,1,0,30,Low Risk,2025-12
TXN0424,2025-04-01,CUST0292,AGT0075,Dar,Withdraw,"421,748 ","849,890 ",0 ,Feature Phone,5,0,0,1,7,1,90,High Risk,2025-04
TXN0425,2025-01-26,CUST0039,AGT0136,Mbeya,Receive,"255,166 ","960,920 ","38,191 ",USSD,21,0,0,1,4,1,60,Medium Risk,2025-01
TXN0426,2025-07-13,CUST0203,AGT0158,Mbeya,Receive,"97,920 ","252,947 ","177,508 ",USSD,8,0,0,0,4,1,40,Medium Risk,2025-07
TXN0427,2025-11-07,CUST0256,AGT0013,Arusha,Receive,"462,863 ","217,205 ","442,196 ",Feature Phone,11,0,0,1,1,0,30,Low Risk,2025-11
TXN0428,2025-11-02,CUST0431,AGT0067,Dar,Deposit,"286,109 ","660,110 ",0 ,Feature Phone,9,0,0,1,2,0,40,Medium Risk,2025-11
TXN0429,2025-05-17,CUST0144,AGT0071,Dodoma,Send,"313,218 ","351,936 ",0 ,USSD,6,0,0,1,3,1,50,Medium Risk,2025-05
TXN0430,2025-10-07,CUST0467,AGT0064,Mwanza,Deposit,"398,675 ","330,187 ",0 ,Feature Phone,9,0,0,1,5,1,70,High Risk,2025-10
TXN0431,2025-10-12,CUST0288,AGT0089,Arusha,Send,"396,866 ","131,558 ",0 ,USSD,6,0,0,1,2,0,40,Medium Risk,2025-10
TXN0432,2025-05-15,CUST0327,AGT0120,Arusha,Send,"237,371 ","791,424 ",0 ,Web,3,0,0,1,9,1,110,High Risk,2025-05
TXN0433,2025-12-28,CUST0489,AGT0162,Dodoma,PayBill,"115,424 ","380,003 ",0 ,USSD,23,0,0,0,1,0,10,Low Risk,2025-12
TXN0434,2025-10-29,CUST0084,AGT0144,Arusha,Deposit,"343,162 ","99,416 ",0 ,Web,6,0,0,1,1,0,30,Low Risk,2025-10
TXN0435,2025-08-03,CUST0458,AGT0002,Dodoma,BuyAirtime,"477,688 ","357,915 ",0 ,Web,11,0,0,1,6,1,80,High Risk,2025-08
TXN0436,2025-06-09,CUST0116,AGT0190,Arusha,Withdraw,"415,009 ","813,258 ",0 ,Smartphone,3,0,0,1,5,1,70,High Risk,2025-06
TXN0437,2025-05-24,CUST0248,AGT0067,Dodoma,PayBill,"261,183 ","900,864 ",0 ,Feature Phone,1,0,0,1,6,1,80,High Risk,2025-05
TXN0438,2025-05-21,CUST0303,AGT0200,Dodoma,Send,"280,643 ","923,833 ",0 ,Smartphone,3,0,0,1,7,1,90,High Risk,2025-05
TXN0439,2025-12-22,CUST0439,AGT0033,Mbeya,Send,"440,529 ","862,395 ",0 ,Smartphone,3,0,0,1,1,0,30,Low Risk,2025-12
TXN0440,2025-11-11,CUST0177,AGT0113,Arusha,BuyAirtime,"68,544 ","349,511 ",0 ,USSD,23,0,0,0,1,0,10,Low Risk,2025-11
TXN0441,2025-01-23,CUST0434,AGT0123,Mwanza,BuyAirtime,"279,728 ","281,207 ",0 ,Web,19,0,0,1,12,1,140,High Risk,2025-01
TXN0442,2025-03-19,CUST0425,AGT0010,Mbeya,BuyAirtime,"418,853 ","757,935 ",0 ,Smartphone,18,0,0,1,14,1,160,High Risk,2025-03
TXN0443,2025-06-20,CUST0262,AGT0103,Dodoma,BuyAirtime,"136,621 ","629,061 ",0 ,Feature Phone,7,0,0,0,5,1,50,Medium Risk,2025-06
TXN0444,2025-07-12,CUST0414,AGT0130,Dar,Send,"219,711 ","428,296 ",0 ,USSD,1,0,0,1,1,0,30,Low Risk,2025-07
TXN0445,2025-10-21,CUST0185,AGT0134,Dodoma,PayBill,"297,317 ","372,639 ",0 ,Feature Phone,20,0,0,1,5,1,70,High Risk,2025-10
TXN0446,2025-02-22,CUST0119,AGT0076,Dar,Receive,"127,578 ","512,083 ","401,531 ",USSD,2,0,0,0,9,1,90,High Risk,2025-02
TXN0447,2025-12-24,CUST0216,AGT0149,Dodoma,PayBill,"369,587 ","442,614 ",0 ,USSD,23,0,0,1,1,0,30,Low Risk,2025-12
TXN0448,2025-10-01,CUST0358,AGT0069,Arusha,Send,"134,162 ","639,092 ",0 ,Web,10,0,0,0,4,1,40,Medium Risk,2025-10
TXN0449,2025-09-21,CUST0118,AGT0163,Dar,Withdraw,"124,439 ","20,806 ",0 ,Smartphone,9,0,0,0,5,1,50,Medium Risk,2025-09
TXN0450,2025-07-08,CUST0013,AGT0004,Dodoma,BuyAirtime,"353,213 ","530,034 ",0 ,Web,16,0,0,1,5,1,70,High Risk,2025-07
TXN0451,2025-03-27,CUST0345,AGT0136,Arusha,BuyAirtime,"323,061 ","66,463 ",0 ,USSD,16,0,0,1,5,1,70,High Risk,2025-03
TXN0452,2025-10-26,CUST0055,AGT0095,Dar,Deposit,"476,927 ","220,604 ",0 ,Smartphone,11,0,0,1,2,0,40,Medium Risk,2025-10
TXN0453,2025-02-20,CUST0172,AGT0163,Arusha,Receive,"485,980 ","170,854 ","123,526 ",Feature Phone,16,0,0,1,9,1,110,High Risk,2025-02
TXN0454,2025-11-03,CUST0293,AGT0177,Dodoma,Send,"371,703 ","595,430 ",0 ,Feature Phone,20,1,0,1,1,0,80,High Risk,2025-11
TXN0455,2025-03-16,CUST0184,AGT0146,Dar,PayBill,"103,002 ","357,232 ",0 ,Feature Phone,13,0,0,0,8,1,80,High Risk,2025-03
TXN0456,2025-11-11,CUST0328,AGT0057,Mwanza,PayBill,"145,873 ","588,987 ",0 ,Web,19,0,0,0,1,0,10,Low Risk,2025-11
TXN0457,2025-04-13,CUST0155,AGT0149,Mbeya,Receive,"382,803 ","164,947 ","224,823 ",Feature Phone,18,0,0,1,4,1,60,Medium Risk,2025-04
TXN0458,2025-06-28,CUST0283,AGT0141,Mbeya,BuyAirtime,"490,624 ","271,057 ",0 ,Smartphone,6,0,0,1,8,1,100,High Risk,2025-06
TXN0459,2025-12-04,CUST0022,AGT0135,Mbeya,Deposit,"444,099 ","801,427 ",0 ,USSD,14,0,0,1,1,0,30,Low Risk,2025-12
TXN0460,2025-10-08,CUST0472,AGT0010,Dar,Send,"378,040 ","775,941 ",0 ,USSD,7,0,0,1,2,0,40,Medium Risk,2025-10
TXN0461,2025-02-05,CUST0078,AGT0013,Dar,Deposit,"242,376 ","123,125 ",0 ,Smartphone,21,0,0,1,7,1,90,High Risk,2025-02
TXN0462,2025-10-23,CUST0074,AGT0030,Dar,Receive,"147,148 ","197,449 ","495,037 ",Smartphone,21,0,0,0,5,1,50,Medium Risk,2025-10
TXN0463,2025-12-20,CUST0192,AGT0183,Mbeya,Send,"14,412 ","331,040 ",0 ,Web,14,0,0,0,1,0,10,Low Risk,2025-12
TXN0464,2025-05-19,CUST0171,AGT0122,Dar,PayBill,"414,617 ","327,419 ",0 ,Web,17,0,0,1,4,1,60,Medium Risk,2025-05
TXN0465,2025-10-04,CUST0084,AGT0026,Mbeya,Deposit,"60,536 ","868,745 ",0 ,Web,8,0,0,0,3,1,30,Low Risk,2025-10
TXN0466,2025-04-03,CUST0467,AGT0100,Arusha,BuyAirtime,"298,219 ","485,680 ",0 ,Smartphone,6,0,0,1,14,1,160,High Risk,2025-04
TXN0467,2025-12-20,CUST0003,AGT0139,Mbeya,Send,"374,812 ","775,750 ",0 ,Web,1,0,0,1,1,0,30,Low Risk,2025-12
TXN0468,2025-04-15,CUST0359,AGT0121,Dodoma,Withdraw,"291,335 ","483,748 ",0 ,Feature Phone,20,0,0,1,4,1,60,Medium Risk,2025-04
TXN0469,2025-01-06,CUST0243,AGT0184,Dodoma,PayBill,"290,209 ","978,764 ",0 ,Feature Phone,4,0,0,1,7,1,90,High Risk,2025-01
TXN0470,2025-01-05,CUST0061,AGT0003,Dodoma,Withdraw,"122,632 ","628,939 ",0 ,Web,5,0,0,0,11,1,110,High Risk,2025-01
TXN0471,2025-08-06,CUST0471,AGT0110,Dodoma,Withdraw,"365,341 ","830,130 ",0 ,Web,7,0,0,1,5,1,70,High Risk,2025-08
TXN0472,2025-12-12,CUST0197,AGT0092,Dar,Send,"283,767 ","450,130 ",0 ,Feature Phone,2,0,0,1,1,0,30,Low Risk,2025-12
TXN0473,2025-08-25,CUST0271,AGT0151,Dodoma,PayBill,"428,906 ","279,648 ",0 ,Web,22,0,0,1,3,1,50,Medium Risk,2025-08
TXN0474,2025-08-26,CUST0087,AGT0070,Mwanza,Deposit,"389,360 ","987,685 ",0 ,Web,6,0,0,1,4,1,60,Medium Risk,2025-08
TXN0475,2025-11-27,CUST0073,AGT0142,Mwanza,Withdraw,"303,450 ","592,800 ",0 ,Web,16,0,0,1,1,0,30,Low Risk,2025-11
TXN0476,2025-11-23,CUST0226,AGT0196,Dar,Deposit,"34,480 ","287,370 ",0 ,Feature Phone,9,0,0,0,3,1,30,Low Risk,2025-11
TXN0477,2025-08-11,CUST0022,AGT0085,Mbeya,BuyAirtime,"360,975 ","985,575 ",0 ,Feature Phone,18,0,0,1,6,1,80,High Risk,2025-08
TXN0478,2025-05-29,CUST0410,AGT0192,Mbeya,Withdraw,"29,929 ","727,883 ",0 ,Web,5,0,0,0,5,1,50,Medium Risk,2025-05
TXN0479,2025-08-27,CUST0165,AGT0081,Dar,BuyAirtime,"299,392 ","677,076 ",0 ,Web,13,0,0,1,6,1,80,High Risk,2025-08
TXN0480,2025-06-27,CUST0443,AGT0139,Dodoma,Withdraw,"365,681 ","511,581 ",0 ,Smartphone,10,0,0,1,3,1,50,Medium Risk,2025-06
TXN0481,2025-07-13,CUST0108,AGT0108,Dar,Send,"6,140 ","577,267 ",0 ,Web,11,0,0,0,5,1,50,Medium Risk,2025-07
TXN0482,2025-11-24,CUST0150,AGT0079,Arusha,Withdraw,"425,713 ","4,342 ",0 ,Feature Phone,17,0,0,1,3,1,50,Medium Risk,2025-11
TXN0483,2025-09-02,CUST0351,AGT0066,Mwanza,Receive,"246,052 ","678,522 ","447,592 ",USSD,16,0,0,1,4,1,60,Medium Risk,2025-09
TXN0484,2025-05-22,CUST0179,AGT0075,Mbeya,Withdraw,"194,546 ","22,231 ",0 ,Feature Phone,1,0,0,0,5,1,50,Medium Risk,2025-05
TXN0485,2025-10-20,CUST0350,AGT0139,Dodoma,Receive,"2,873 ","83,321 ","156,745 ",USSD,23,0,0,0,3,1,30,Low Risk,2025-10
TXN0486,2025-02-10,CUST0309,AGT0075,Mbeya,BuyAirtime,"172,152 ","692,934 ",0 ,Smartphone,8,0,0,0,13,1,130,High Risk,2025-02
TXN0487,2025-02-28,CUST0488,AGT0200,Dodoma,Send,"352,980 ","991,122 ",0 ,USSD,4,1,0,1,16,1,230,High Risk,2025-02
TXN0488,2025-04-29,CUST0277,AGT0198,Arusha,Send,"337,729 ","315,289 ",0 ,Web,1,0,0,1,11,1,130,High Risk,2025-04
TXN0489,2025-08-19,CUST0247,AGT0090,Dodoma,Deposit,"390,692 ","432,777 ",0 ,USSD,15,0,0,1,7,1,90,High Risk,2025-08
TXN0490,2025-08-14,CUST0300,AGT0134,Dodoma,Send,"71,426 ","556,525 ",0 ,Feature Phone,11,0,0,0,5,1,50,Medium Risk,2025-08
TXN0491,2025-12-21,CUST0142,AGT0071,Arusha,Deposit,"83,443 ","409,688 ",0 ,Web,1,0,0,0,1,0,10,Low Risk,2025-12
TXN0492,2025-02-04,CUST0228,AGT0081,Mbeya,PayBill,"377,293 ","737,613 ",0 ,Feature Phone,8,0,0,1,13,1,150,High Risk,2025-02
TXN0493,2025-09-23,CUST0464,AGT0126,Dodoma,Receive,"307,995 ","787,675 ","371,087 ",Feature Phone,14,0,0,1,3,1,50,Medium Risk,2025-09
TXN0494,2025-12-22,CUST0320,AGT0190,Dar,BuyAirtime,"249,108 ","826,518 ",0 ,Feature Phone,18,0,0,1,2,0,40,Medium Risk,2025-12
TXN0495,2025-08-22,CUST0384,AGT0075,Mwanza,PayBill,"170,244 ","594,650 ",0 ,Smartphone,23,0,0,0,3,1,30,Low Risk,2025-08
TXN0496,2025-10-24,CUST0490,AGT0148,Mwanza,BuyAirtime,"21,729 ","304,530 ",0 ,Web,3,0,0,0,2,0,20,Low Risk,2025-10
TXN0497,2025-11-04,CUST0454,AGT0060,Mwanza,Deposit,"414,818 ","279,486 ",0 ,Feature Phone,11,0,0,1,1,0,30,Low Risk,2025-11
TXN0498,2025-03-05,CUST0006,AGT0066,Mwanza,Send,"159,400 ","749,671 ",0 ,Smartphone,20,0,0,0,5,1,50,Medium Risk,2025-03
TXN0499,2025-06-11,CUST0268,AGT0157,Arusha,BuyAirtime,"180,326 ","845,697 ",0 ,Web,3,0,0,0,6,1,60,Medium Risk,2025-06
TXN0500,2025-05-26,CUST0396,AGT0153,Arusha,BuyAirtime,"14,351 ","427,782 ",0 ,USSD,3,0,0,0,5,1,50,Medium Risk,2025-05
TXN0501,2025-08-03,CUST0487,AGT0008,Dar,Send,"328,024 ","377,846 ",0 ,Smartphone,9,0,0,1,4,1,60,Medium Risk,2025-08
TXN0502,2025-12-24,CUST0202,AGT0141,Dar,Withdraw,"300,285 ","447,378 ",0 ,Web,23,0,0,1,1,0,30,Low Risk,2025-12
TXN0503,2025-05-28,CUST0321,AGT0067,Arusha,Withdraw,"395,480 ","193,522 ",0 ,Web,23,0,0,1,7,1,90,High Risk,2025-05
TXN0504,2025-01-31,CUST0195,AGT0188,Mwanza,Withdraw,"292,238 ","698,748 ",0 ,Web,9,0,0,1,14,1,160,High Risk,2025-01
TXN0505,2025-06-11,CUST0015,AGT0087,Dodoma,Deposit,"364,703 ","466,713 ",0 ,Feature Phone,13,0,0,1,6,1,80,High Risk,2025-06
TXN0506,2025-06-22,CUST0102,AGT0003,Mwanza,Deposit,"273,821 ","832,592 ",0 ,USSD,13,0,0,1,7,1,90,High Risk,2025-06
TXN0507,2025-06-30,CUST0263,AGT0141,Dar,Deposit,"214,779 ","139,503 ",0 ,Web,23,0,0,1,11,1,130,High Risk,2025-06
TXN0508,2025-02-11,CUST0078,AGT0160,Dodoma,BuyAirtime,"21,917 ","645,049 ",0 ,Smartphone,0,0,0,0,6,1,60,Medium Risk,2025-02
TXN0509,2025-12-06,CUST0260,AGT0096,Dodoma,Receive,"6,692 ","73,834 ","259,439 ",Smartphone,0,0,0,0,2,0,20,Low Risk,2025-12
TXN0510,2025-03-07,CUST0195,AGT0016,Dodoma,BuyAirtime,"22,345 ","576,120 ",0 ,USSD,23,0,0,0,13,1,130,High Risk,2025-03
TXN0511,2025-08-17,CUST0449,AGT0063,Mwanza,Send,"81,273 ","838,618 ",0 ,Web,18,0,0,0,3,1,30,Low Risk,2025-08
TXN0512,2025-07-22,CUST0337,AGT0074,Dar,Deposit,"333,985 ","438,757 ",0 ,Smartphone,14,0,0,1,5,1,70,High Risk,2025-07
TXN0513,2025-06-29,CUST0414,AGT0003,Arusha,Send,"83,560 ","171,217 ",0 ,USSD,15,0,0,0,3,1,30,Low Risk,2025-06
TXN0514,2025-05-03,CUST0325,AGT0076,Arusha,PayBill,"290,427 ","277,187 ",0 ,Feature Phone,22,0,0,1,7,1,90,High Risk,2025-05
TXN0515,2025-08-14,CUST0333,AGT0126,Mbeya,Send,"142,229 ","423,352 ",0 ,Smartphone,13,0,0,0,7,1,70,High Risk,2025-08
TXN0516,2025-04-30,CUST0401,AGT0036,Mbeya,Send,"162,687 ","640,757 ",0 ,Feature Phone,6,0,0,0,8,1,80,High Risk,2025-04
TXN0517,2025-03-30,CUST0045,AGT0025,Mbeya,Deposit,"389,951 ","871,506 ",0 ,USSD,22,0,0,1,12,1,140,High Risk,2025-03
TXN0518,2025-09-20,CUST0020,AGT0008,Mbeya,Deposit,"34,259 ","581,205 ",0 ,Smartphone,6,0,0,0,3,1,30,Low Risk,2025-09
TXN0519,2025-08-06,CUST0106,AGT0061,Dodoma,Send,"440,812 ","249,489 ",0 ,USSD,16,0,0,1,8,1,100,High Risk,2025-08
TXN0520,2025-02-04,CUST0288,AGT0197,Mbeya,Deposit,"269,968 ","590,397 ",0 ,Feature Phone,13,0,0,1,10,1,120,High Risk,2025-02
TXN0521,2025-01-25,CUST0070,AGT0025,Mbeya,BuyAirtime,"313,501 ","225,600 ",0 ,Web,3,0,0,1,9,1,110,High Risk,2025-01
TXN0522,2025-10-07,CUST0104,AGT0084,Dar,Deposit,"3,622 ","74,172 ",0 ,Feature Phone,2,0,0,0,4,1,40,Medium Risk,2025-10
TXN0523,2025-10-28,CUST0061,AGT0091,Dodoma,PayBill,"163,750 ","726,660 ",0 ,Smartphone,8,0,0,0,1,0,10,Low Risk,2025-10
TXN0524,2025-09-02,CUST0074,AGT0071,Mbeya,Withdraw,"138,485 ","368,936 ",0 ,Feature Phone,12,0,0,0,6,1,60,Medium Risk,2025-09
TXN0525,2025-12-24,CUST0498,AGT0137,Dodoma,Deposit,"428,465 ","785,647 ",0 ,Smartphone,21,0,0,1,1,0,30,Low Risk,2025-12
TXN0526,2025-11-10,CUST0260,AGT0109,Mbeya,BuyAirtime,"183,588 ","780,265 ",0 ,USSD,6,0,0,0,3,1,30,Low Risk,2025-11
TXN0527,2025-12-01,CUST0242,AGT0017,Mwanza,Withdraw,"412,859 ","919,290 ",0 ,USSD,4,0,0,1,2,0,40,Medium Risk,2025-12
TXN0528,2025-05-22,CUST0305,AGT0082,Dar,Send,"347,827 ","165,279 ",0 ,Web,0,0,0,1,9,1,110,High Risk,2025-05
TXN0529,2025-03-21,CUST0241,AGT0068,Arusha,Deposit,"80,291 ","363,854 ",0 ,Smartphone,1,0,0,0,6,1,60,Medium Risk,2025-03
TXN0530,2025-06-09,CUST0063,AGT0080,Mbeya,BuyAirtime,"186,452 ","717,709 ",0 ,Smartphone,18,0,0,0,8,1,80,High Risk,2025-06
TXN0531,2025-02-05,CUST0235,AGT0022,Mbeya,Deposit,"188,241 ","505,736 ",0 ,Smartphone,2,0,0,0,12,1,120,High Risk,2025-02
TXN0532,2025-07-10,CUST0321,AGT0064,Arusha,PayBill,"220,007 ","267,974 ",0 ,USSD,11,0,0,1,5,1,70,High Risk,2025-07
TXN0533,2025-12-15,CUST0096,AGT0142,Dodoma,Receive,"281,610 ","282,398 ","422,439 ",Feature Phone,4,0,0,1,2,0,40,Medium Risk,2025-12
TXN0534,2025-09-01,CUST0100,AGT0123,Arusha,Send,"146,824 ","94,261 ",0 ,Smartphone,17,0,0,0,6,1,60,Medium Risk,2025-09
TXN0535,2025-11-23,CUST0295,AGT0024,Mwanza,BuyAirtime,"146,938 ","659,866 ",0 ,Web,4,0,0,0,4,1,40,Medium Risk,2025-11
TXN0536,2025-04-15,CUST0112,AGT0030,Arusha,PayBill,"443,034 ","556,916 ",0 ,Web,0,0,0,1,9,1,110,High Risk,2025-04
TXN0537,2025-03-24,CUST0436,AGT0106,Dodoma,Withdraw,"410,525 ","794,662 ",0 ,USSD,18,0,0,1,9,1,110,High Risk,2025-03
TXN0538,2025-03-02,CUST0009,AGT0034,Mbeya,Send,"283,873 ","787,079 ",0 ,Feature Phone,4,0,0,1,11,1,130,High Risk,2025-03
TXN0539,2025-12-29,CUST0333,AGT0071,Dar,Send,"330,121 ","208,176 ",0 ,Feature Phone,16,0,0,1,1,0,30,Low Risk,2025-12
TXN0540,2025-02-23,CUST0339,AGT0068,Arusha,BuyAirtime,"287,166 ","935,907 ",0 ,Web,1,0,0,1,13,1,150,High Risk,2025-02
TXN0541,2025-01-24,CUST0376,AGT0021,Mwanza,Send,"221,722 ","21,817 ",0 ,USSD,10,0,0,1,11,1,130,High Risk,2025-01
TXN0542,2025-04-22,CUST0494,AGT0040,Dodoma,BuyAirtime,"70,316 ","787,282 ",0 ,Feature Phone,14,0,0,0,11,1,110,High Risk,2025-04
TXN0543,2025-11-10,CUST0152,AGT0082,Dodoma,Deposit,"241,168 ","379,300 ",0 ,Smartphone,21,0,0,1,3,1,50,Medium Risk,2025-11
TXN0544,2025-10-14,CUST0132,AGT0134,Mwanza,PayBill,"20,184 ","850,181 ",0 ,Web,11,0,0,0,4,1,40,Medium Risk,2025-10
TXN0545,2025-11-04,CUST0044,AGT0067,Mwanza,Withdraw,"492,015 ","49,121 ",0 ,USSD,6,0,0,1,3,1,50,Medium Risk,2025-11
TXN0546,2025-04-21,CUST0154,AGT0156,Mwanza,Withdraw,"240,666 ","750,981 ",0 ,Web,23,0,0,1,4,1,60,Medium Risk,2025-04
TXN0547,2025-02-10,CUST0469,AGT0030,Mwanza,BuyAirtime,"145,845 ","872,186 ",0 ,Smartphone,7,0,0,0,7,1,70,High Risk,2025-02
TXN0548,2025-01-24,CUST0341,AGT0175,Dar,PayBill,"125,699 ","863,356 ",0 ,Web,4,0,0,0,4,1,40,Medium Risk,2025-01
TXN0549,2025-06-12,CUST0034,AGT0060,Dodoma,PayBill,"132,500 ","812,683 ",0 ,USSD,10,0,0,0,5,1,50,Medium Risk,2025-06
